country_code,country_name,region,official_name,informal_title,legal_responsibility,phone,email,website,address,extra_contact_details,source_page_url,source_iframe_url,last_verified,notes
FI,Finland,,Lapin aluehallintovirasto,State Provincial Office of Lapland,,+358 40 846 2170,kirjaamo.lappi@avi.fi,http://www.avi.fi/lappi,"Valtakatu 2, PL 8002; 96101 Rovaniemi",,https://commission.europa.eu/live-work-travel-eu/consumer-rights-and-complaints/enforcement-consumer-protection/consumer-protection-cooperation-network/list-cpc-competent-authorities_en,https://ec.europa.eu/consumers/cpcn/cpc_ca.html,2026-04-23,Official source row does not list a legal responsibility in this snapshot.
FI,Finland,,"Liikenne- ja viestintävirasto (Traficom), Transport- och kommunikationsverket (Traficom)",Finnish Transport and Communications Agency (Traficom),"Legal responsibility for enforcing the following Union law(s):, Regulation (EC) No 1107/2006 on disabled persons' and persons with reduced mobility's rights when travelling by air, Regulation (EC) No 261/2004 on denied boarding and of cancellation or long delay of flights, Regulation (EU) No 1177/2010 on passengers' rights when travelling by sea and inland waterway, Regulation (EU) No 181/2011 on passengers' rights in bus and coach transport, Regulation (EU) No 2021/782 on rail passengers' rights and obligations (repealing Regulation (EC) No 1371/2007)",+358 29 534 5000,kirjaamo@traficom.fi,https://www.traficom.fi,PL 320; 00059 Traficom,,https://commission.europa.eu/live-work-travel-eu/consumer-rights-and-complaints/enforcement-consumer-protection/consumer-protection-cooperation-network/list-cpc-competent-authorities_en,https://ec.europa.eu/consumers/cpcn/cpc_ca.html,2026-04-23,
FI,Finland,,"Liikenne- ja viestintävirasto, Traficom, Transport- och kommunikationsverket, Traficom","Finnish Vehicle Administration (""AKE"")","Legal responsibility for enforcing the following Union law(s):, Regulation (EC) No 1107/2006 on disabled persons' and persons with reduced mobility's rights when travelling by air, Regulation (EC) No 261/2004 on denied boarding and of cancellation or long delay of flights, Regulation (EU) No 1177/2010 on passengers' rights when travelling by sea and inland waterway, Regulation (EU) No 181/2011 on passengers' rights in bus and coach transport, Regulation (EU) No 2021/782 on rail passengers' rights and obligations (repealing Regulation (EC) No 1371/2007)",+358 0295345000,paivi.vyhnalek@traficom.fi,http://www.traficom.fi,"Opastinsilta 12 A,; 00520 Helsinki",,https://commission.europa.eu/live-work-travel-eu/consumer-rights-and-complaints/enforcement-consumer-protection/consumer-protection-cooperation-network/list-cpc-competent-authorities_en,https://ec.europa.eu/consumers/cpcn/cpc_ca.html,2026-04-23,
FI,Finland,,Lounais-Suomen aluehallintovirasto,State Provincial Office of Southwest Finland,,+358 504560352,kirjaamo.lounais@avi.fi,http://www.avi.fi/lounais,Itsenäisyyden aukio 2; 20801 Turku,,https://commission.europa.eu/live-work-travel-eu/consumer-rights-and-complaints/enforcement-consumer-protection/consumer-protection-cooperation-network/list-cpc-competent-authorities_en,https://ec.europa.eu/consumers/cpcn/cpc_ca.html,2026-04-23,Official source row does not list a legal responsibility in this snapshot.
FI,Finland,,Länsi- ja Sisä-Suomen aluehallintovirasto,State Provincial Office of Western and Inland Finland,,+358 295018809,kirjaamo.lansi@avi.fi,http://www.avi.fi/lansi,"Wolffintie 35, PL 200; 65101 Vaasa",,https://commission.europa.eu/live-work-travel-eu/consumer-rights-and-complaints/enforcement-consumer-protection/consumer-protection-cooperation-network/list-cpc-competent-authorities_en,https://ec.europa.eu/consumers/cpcn/cpc_ca.html,2026-04-23,Official source row does not list a legal responsibility in this snapshot.
FI,Finland,,"Lääkealan turvallisuus- ja kehittämiskeskus, Säkerhets- och utvecklingscentret för läkemedelsområdet",Finnish Medicine Agency (Fimea),"Directive 2001/83/EC on medicinal products for human use, Legal responsibility for enforcing the following Union law(s):",+358 295223602,kirjaamo@fimea.fi,https://www.fimea.fi,Microkatu 1; 70210 Kuopio,,https://commission.europa.eu/live-work-travel-eu/consumer-rights-and-complaints/enforcement-consumer-protection/consumer-protection-cooperation-network/list-cpc-competent-authorities_en,https://ec.europa.eu/consumers/cpcn/cpc_ca.html,2026-04-23,
FI,Finland,,"Pohjois-Suomen aluehallintovirasto, Regionförvaltningsverket i Norra Finland",State Provincial Office of Northern Finland,,+358 295017500,kirjaamo.pohjois@avi.fi,http://www.avi.fi/pohjois,"Linnankatu 3, Oulu, PL 6; 13035 AVI",,https://commission.europa.eu/live-work-travel-eu/consumer-rights-and-complaints/enforcement-consumer-protection/consumer-protection-cooperation-network/list-cpc-competent-authorities_en,https://ec.europa.eu/consumers/cpcn/cpc_ca.html,2026-04-23,Official source row does not list a legal responsibility in this snapshot.
FI,Finland,,Suomen asiakkuusmarkkinointiliitto ry (ASML),Data & Marketing Association FInland (FIDMA),,+358 409208777,info@asml.fi,https://www.asml.fi/,Bulevardi 44; 00120 Helsinki,,https://commission.europa.eu/live-work-travel-eu/consumer-rights-and-complaints/enforcement-consumer-protection/consumer-protection-cooperation-network/list-cpc-competent-authorities_en,https://ec.europa.eu/consumers/cpcn/cpc_ca.html,2026-04-23,Official source row does not list a legal responsibility in this snapshot.
FI,Finland,,Tietosuojavaltuutetun toimisto Dataombudsmannens byrå,SA Finland (Office of the Data Protection Ombudsman),"Directive 2000/31/EC on electronic commerce, Legal responsibility for enforcing the following Union law(s):, Regulation (EU) 2017/1128 on cross-border portability of online content services",+358 29 56 66700,tietosuoja@om.fi,https://tietosuoja.fi,"Lintulahdenkuja 4, 4th floor; 00530 Helsinki",,https://commission.europa.eu/live-work-travel-eu/consumer-rights-and-complaints/enforcement-consumer-protection/consumer-protection-cooperation-network/list-cpc-competent-authorities_en,https://ec.europa.eu/consumers/cpcn/cpc_ca.html,2026-04-23,
FI,Finland,,"Tillstånds- och tillsynsverket, Lupa- ja valvontavirasto (LVV), sosiaali- ja terveysala",National Supervisory Authority for Welfare and Health (Valvira),,+358 295 256 930,imi@valvira.fi,http://www.lvv.fi,Yliopistonkatu 38; 33100 Tampere,,https://commission.europa.eu/live-work-travel-eu/consumer-rights-and-complaints/enforcement-consumer-protection/consumer-protection-cooperation-network/list-cpc-competent-authorities_en,https://ec.europa.eu/consumers/cpcn/cpc_ca.html,2026-04-23,Official source row does not list a legal responsibility in this snapshot.
FR,France,,ANIA (Association Nationale des Industries Alimentaires),National Association of Food Industries (ANIA),,+33 1 53 83 86 00,infos@ania.net,https://www.ania.net/,9 boulevard Malesherbes; 75008 Paris,,https://commission.europa.eu/live-work-travel-eu/consumer-rights-and-complaints/enforcement-consumer-protection/consumer-protection-cooperation-network/list-cpc-competent-authorities_en,https://ec.europa.eu/consumers/cpcn/cpc_ca.html,2026-04-23,Official source row does not list a legal responsibility in this snapshot.
FR,France,,Association Force Ouvrière de défense des consommateurs (AFOC),"Consumer protection association ""Force Ouvrière"" (Labor Force) (AFOC)",,+33 1 40 52 85 85,afoc@afoc.net,http://www.afoc.net/,141 avenue du Maine; 75014 Paris,,https://commission.europa.eu/live-work-travel-eu/consumer-rights-and-complaints/enforcement-consumer-protection/consumer-protection-cooperation-network/list-cpc-competent-authorities_en,https://ec.europa.eu/consumers/cpcn/cpc_ca.html,2026-04-23,Official source row does not list a legal responsibility in this snapshot.
FR,France,,"CLCV (Consommation, Logement et Cadre de Vie)","Consumption, housing and living environment",,+33 1 56 54 32 10,clcv@clcv.org,https://www.clcv.org/,"59, boulevard Exelmans; 75016 Paris",,https://commission.europa.eu/live-work-travel-eu/consumer-rights-and-complaints/enforcement-consumer-protection/consumer-protection-cooperation-network/list-cpc-competent-authorities_en,https://ec.europa.eu/consumers/cpcn/cpc_ca.html,2026-04-23,Official source row does not list a legal responsibility in this snapshot.
FR,France,,Direction générale de l’aviation civile (DGAC),French civil aviation authority,"Legal responsibility for enforcing the following Union law(s):, Regulation (EC) No 1107/2006 on disabled persons' and persons with reduced mobility's rights when travelling by air, Regulation (EC) No 261/2004 on denied boarding and of cancellation or long delay of flights",+33 (0) 1 58 09 43 21,dta-droits-des-passagers-aeriens-bf@aviation-civile.gouv.fr,,50 rue Henry Farman; 75720 CEDEX 15 Paris,,https://commission.europa.eu/live-work-travel-eu/consumer-rights-and-complaints/enforcement-consumer-protection/consumer-protection-cooperation-network/list-cpc-competent-authorities_en,https://ec.europa.eu/consumers/cpcn/cpc_ca.html,2026-04-23,
FR,France,,Federation Nationale Familles de France,National Federation of Families - France,,+33 6 15 54 90 37,famillesdefrance13@gmail.com,https://www.familles-de-france.org/,28 place Saint Goerge; 75009 Paris,,https://commission.europa.eu/live-work-travel-eu/consumer-rights-and-complaints/enforcement-consumer-protection/consumer-protection-cooperation-network/list-cpc-competent-authorities_en,https://ec.europa.eu/consumers/cpcn/cpc_ca.html,2026-04-23,Official source row does not list a legal responsibility in this snapshot.
FR,France,,Fédération Française de l’Assurance (FFA),French Insurance Fédération,,+33 1 42 47 93 10,reglement2394-cpc@ffa-assurance.fr,https://www.ffa-assurance.fr/,26 Boulevard Haussmann; 75311 Paris,,https://commission.europa.eu/live-work-travel-eu/consumer-rights-and-complaints/enforcement-consumer-protection/consumer-protection-cooperation-network/list-cpc-competent-authorities_en,https://ec.europa.eu/consumers/cpcn/cpc_ca.html,2026-04-23,Official source row does not list a legal responsibility in this snapshot.
FR,France,,Fédération Nationale des Associations d’Usagers des Transports (FNAUT),National Federation of Transport Users Associations (FNAUT),,+33 1 43 35 02 83,secretariat@fnaut.fr,https://www.fnaut.fr/,32 rue Raymond Losserand; 75014 Paris,,https://commission.europa.eu/live-work-travel-eu/consumer-rights-and-complaints/enforcement-consumer-protection/consumer-protection-cooperation-network/list-cpc-competent-authorities_en,https://ec.europa.eu/consumers/cpcn/cpc_ca.html,2026-04-23,Official source row does not list a legal responsibility in this snapshot.
FR,France,,Fédération des Syndicats Pharmaceutiques de France,French Federation of Pharmaceutical Trade Unions,,+33 1 44 53 19 25,fspf@fspf.fr,http://www.fspf.fr/,13 rue Ballu; 75009 Paris,,https://commission.europa.eu/live-work-travel-eu/consumer-rights-and-complaints/enforcement-consumer-protection/consumer-protection-cooperation-network/list-cpc-competent-authorities_en,https://ec.europa.eu/consumers/cpcn/cpc_ca.html,2026-04-23,Official source row does not list a legal responsibility in this snapshot.
FR,France,,Fédération des industries électriques électroniques et de communication (FIEEC),"Federation of Electrical, Electronic and Communication Industries",,+33 1 45 05 72 04,contact@fieec.fr,https://www.fieec.fr/en/home/,17 rue de l’Amiral Hamelin; 75116 Paris,,https://commission.europa.eu/live-work-travel-eu/consumer-rights-and-complaints/enforcement-consumer-protection/consumer-protection-cooperation-network/list-cpc-competent-authorities_en,https://ec.europa.eu/consumers/cpcn/cpc_ca.html,2026-04-23,Official source row does not list a legal responsibility in this snapshot.
FR,France,,La Coopération Agricole (Coop de France) - Organisation professionnelle des coopératives agricoles et agroalimentaires françaises,"""La Coopération Agricole"" (Coop de France) - Professional organisation of French agricultural and agrifood cooperatives",,+33 1 44 17 57 00,accueil@lacoopagri.coop,https://www.lacooperationagricole.coop/fr,43 rue Sedaine; 75011 Paris,,https://commission.europa.eu/live-work-travel-eu/consumer-rights-and-complaints/enforcement-consumer-protection/consumer-protection-cooperation-network/list-cpc-competent-authorities_en,https://ec.europa.eu/consumers/cpcn/cpc_ca.html,2026-04-23,Official source row does not list a legal responsibility in this snapshot.
FR,France,,Union Fédération des Consommateurs – Que Choisir (UFC - Que Choisir),"Union Federation of Consumers - ""Que Choisir"" (""What to Choose"" UFC - Que Choisir)",,+33 1 43 48 55 48,quechoisir@quechoisir.org,,"233, boulevard Voltaire; 75011 Paris",,https://commission.europa.eu/live-work-travel-eu/consumer-rights-and-complaints/enforcement-consumer-protection/consumer-protection-cooperation-network/list-cpc-competent-authorities_en,https://ec.europa.eu/consumers/cpcn/cpc_ca.html,2026-04-23,Official source row does not list a legal responsibility in this snapshot.
DE,Germany,* National coverage / competence (DE),Bundesamt für Justiz,German Environment Agency,"Directive (EU) 2015/2302 on package travel and linked travel arrangements, Directive 1999/44/EC on the sale of consumer goods and associated guarantees, Directive 2000/31/EC on electronic commerce, Directive 2002/58/EC on privacy and electronic communications, Directive 2002/65/EC on distance marketing of consumer financial services, Directive 2005/29/EC on unfair commercial practices, Directive 2006/114/EC on misleading and comparative advertising, Directive 2008/122/EC on timeshare, long-term holiday product, resale and exchange contracts, Directive 2008/48/EC on credit agreements for consumers, Directive 2011/83/EU on consumer rights, Directive 2013/11/EU on consumer ADR, Directive 2014/17/EU on credit agreements for consumers for residential property, Directive 93/13/EEC on unfair terms in consumer contracts, Legal responsibility for enforcing the following Union law(s):, Regulation (EC) No 1008/2008 on common air services rules in the Community, Regulation (EU) 2017/1128 on cross-border portability of online content services, Regulation (EU) No 524/2013 on consumer ODR",+49 228 99 410-40,eu-verbraucherschutz@bfj.bund.de,https://www.bundesjustizamt.de,Adenauerallee 99 – 103; 53113 Bonn,,https://commission.europa.eu/live-work-travel-eu/consumer-rights-and-complaints/enforcement-consumer-protection/consumer-protection-cooperation-network/list-cpc-competent-authorities_en,https://ec.europa.eu/consumers/cpcn/cpc_ca.html,2026-04-23,Source lists this entry with regional or sectoral scope metadata.
DE,Germany,* National coverage / competence (DE),Bundesamt für Justiz,Federal Office of Justice,"Directive (EU) 2015/2302 on package travel and linked travel arrangements, Directive 1999/44/EC on the sale of consumer goods and associated guarantees, Directive 2000/31/EC on electronic commerce, Directive 2002/58/EC on privacy and electronic communications, Directive 2002/65/EC on distance marketing of consumer financial services, Directive 2005/29/EC on unfair commercial practices, Directive 2006/114/EC on misleading and comparative advertising, Directive 2008/122/EC on timeshare, long-term holiday product, resale and exchange contracts, Directive 2008/48/EC on credit agreements for consumers, Directive 2011/83/EU on consumer rights, Directive 2013/11/EU on consumer ADR, Directive 2014/17/EU on credit agreements for consumers for residential property, Directive 93/13/EEC on unfair terms in consumer contracts, Legal responsibility for enforcing the following Union law(s):, Regulation (EC) No 1008/2008 on common air services rules in the Community, Regulation (EC) No 1107/2006 on disabled persons' and persons with reduced mobility's rights when travelling by air, Regulation (EU) 2017/1128 on cross-border portability of online content services, Regulation (EU) No 524/2013 on consumer ODR",+49 22899 410 40,poststelle@bfj.bund.de,http://www.bundesjustizamt.de,Adenauerallee 99-103; 53113 Bonn,,https://commission.europa.eu/live-work-travel-eu/consumer-rights-and-complaints/enforcement-consumer-protection/consumer-protection-cooperation-network/list-cpc-competent-authorities_en,https://ec.europa.eu/consumers/cpcn/cpc_ca.html,2026-04-23,Source lists this entry with regional or sectoral scope metadata.
DE,Germany,* National coverage / competence (DE),Bundesanstalt für Finanzdienstleistungsaufsicht,Federal Financial Supervisory Authority,"Directive 2008/48/EC on credit agreements for consumers, Legal responsibility for enforcing the following Union law(s):",+49 228 4108 0,VBS11@bafin.de,https://www.bafin.de/DE/Startseite/startseite_node.html,Marie-Curie-Straße 24-28; 60439 Frankfurt,,https://commission.europa.eu/live-work-travel-eu/consumer-rights-and-complaints/enforcement-consumer-protection/consumer-protection-cooperation-network/list-cpc-competent-authorities_en,https://ec.europa.eu/consumers/cpcn/cpc_ca.html,2026-04-23,Source lists this entry with regional or sectoral scope metadata.
DE,Germany,* National coverage / competence (DE),Bundesnetzagentur (BNetzA),Federal Network Agency,"Directive 2006/123/EC on services in the internal market, Legal responsibility for enforcing the following Union law(s):, Regulation (EU) 2018/302 addressing unjustified geo-blocking",+49 228 14 0,901-Postfach@bnetza.de,https://www.bundesnetzagentur.de/,Tulpenfeld 4; 53113 Bonn,,https://commission.europa.eu/live-work-travel-eu/consumer-rights-and-complaints/enforcement-consumer-protection/consumer-protection-cooperation-network/list-cpc-competent-authorities_en,https://ec.europa.eu/consumers/cpcn/cpc_ca.html,2026-04-23,Source lists this entry with regional or sectoral scope metadata.
DE,Germany,* National coverage / competence (DE),Bundesverband der Verbraucherzentralen und Verbraucherverbände - Verbraucherzentrale Bundesverband e.V. (vzbv),The Federation of German Consumer Organisation,,+4930258000,rechtsdurchsetzung@vzbv.de,http://www.vzbv.de,Rudi-Dutschke-Straße 17; 10969 Berlin,,https://commission.europa.eu/live-work-travel-eu/consumer-rights-and-complaints/enforcement-consumer-protection/consumer-protection-cooperation-network/list-cpc-competent-authorities_en,https://ec.europa.eu/consumers/cpcn/cpc_ca.html,2026-04-23,Official source row does not list a legal responsibility in this snapshot. Source lists this entry with regional or sectoral scope metadata.
DE,Germany,* National coverage / competence (DE),Eisenbahn-Bundesamt,Federal Railway Authority - German National Safety Authority (NSA),"Legal responsibility for enforcing the following Union law(s):, Regulation (EU) No 1177/2010 on passengers' rights when travelling by sea and inland waterway, Regulation (EU) No 181/2011 on passengers' rights in bus and coach transport, Regulation (EU) No 2021/782 on rail passengers' rights and obligations (repealing Regulation (EC) No 1371/2007)",+49 228 9826 0,Ref54@eba.bund.de,http://www.eba.bund.de/DE/Home/home_node.html,Heinemannstraße 6; 53175 Bonn,,https://commission.europa.eu/live-work-travel-eu/consumer-rights-and-complaints/enforcement-consumer-protection/consumer-protection-cooperation-network/list-cpc-competent-authorities_en,https://ec.europa.eu/consumers/cpcn/cpc_ca.html,2026-04-23,Source lists this entry with regional or sectoral scope metadata.
DE,Germany,* National coverage / competence (DE),Luftfahrt-Bundesamt,Luftfahrt-Bundesamt (LBA),"Legal responsibility for enforcing the following Union law(s):, Regulation (EC) No 1008/2008 on common air services rules in the Community, Regulation (EC) No 1107/2006 on disabled persons' and persons with reduced mobility's rights when travelling by air, Regulation (EC) No 261/2004 on denied boarding and of cancellation or long delay of flights",+49 531 2355 115,durchsetzungsstelle@lba.de,https://www.lba.de/DE/Home/home_node.html,Hermann-Blenk-Str. 21; 38108 Braunschweig,,https://commission.europa.eu/live-work-travel-eu/consumer-rights-and-complaints/enforcement-consumer-protection/consumer-protection-cooperation-network/list-cpc-competent-authorities_en,https://ec.europa.eu/consumers/cpcn/cpc_ca.html,2026-04-23,Source lists this entry with regional or sectoral scope metadata.
DE,Germany,* National coverage / competence (DE),Zentrale zur Bekämpfung unlauteren Wettbewerbs Frankfurt am Main e.V.,Centre for Protection against unfair competition,,+ 49 617212150,mail@wettbewerbszentrale.de,http://www.wettbewerbszentrale.de,Landgrafenstraße 24 B; 61348 Bad Homburg vor der Höhe,,https://commission.europa.eu/live-work-travel-eu/consumer-rights-and-complaints/enforcement-consumer-protection/consumer-protection-cooperation-network/list-cpc-competent-authorities_en,https://ec.europa.eu/consumers/cpcn/cpc_ca.html,2026-04-23,Official source row does not list a legal responsibility in this snapshot. Source lists this entry with regional or sectoral scope metadata.
DE,Germany,Baden-Wurttemberg,Landesanstalt für Kommunikation,State Media Authority Baden-Wuerttemberg,"Directive 2000/31/EC on electronic commerce, Directive 2010/13/EU on audiovisual media services, Legal responsibility for enforcing the following Union law(s):",+49 711 66991 0,info@lfk.de,https://www.lfk.de/,Reinsburgstraße 27; 70178 Stuttgart,,https://commission.europa.eu/live-work-travel-eu/consumer-rights-and-complaints/enforcement-consumer-protection/consumer-protection-cooperation-network/list-cpc-competent-authorities_en,https://ec.europa.eu/consumers/cpcn/cpc_ca.html,2026-04-23,Source lists this entry with regional or sectoral scope metadata.
DE,Germany,Baden-Wurttemberg,Landeshauptstadt Stuttgart - Amt für öffentliche Ordnung -,"City of Stuttgart, capital of Baden-Wuertemberg - Business inspectorate (Baden-Wuerttemberg)","Directive 98/6/EC on consumer protection in the indication of the prices of products, Legal responsibility for enforcing the following Union law(s):",+49 711-216-98904,gewerbe.gaststaettenrecht@stuttgart.de,http://www.stuttgart.de,Eberhardstr. 37; 70173 Stuttgart,,https://commission.europa.eu/live-work-travel-eu/consumer-rights-and-complaints/enforcement-consumer-protection/consumer-protection-cooperation-network/list-cpc-competent-authorities_en,https://ec.europa.eu/consumers/cpcn/cpc_ca.html,2026-04-23,Source lists this entry with regional or sectoral scope metadata.
DE,Germany,Baden-Wurttemberg,"Ministerium für Soziales, Gesundheit und Integration Baden-Württemberg",Ministry of Social Affairs and Integration Baden-Württemberg – Coordinating Authority for the recognition of foreign professional qualifications (Baden-Wuerttemberg),"Directive 2001/83/EC on medicinal products for human use, Legal responsibility for enforcing the following Union law(s):",+49 711 123 0,poststelle@sm.bwl.de,http://www.sozialministerium-bw.de,Else-Josenhans-Straße 6; 70173 Stuttgart,,https://commission.europa.eu/live-work-travel-eu/consumer-rights-and-complaints/enforcement-consumer-protection/consumer-protection-cooperation-network/list-cpc-competent-authorities_en,https://ec.europa.eu/consumers/cpcn/cpc_ca.html,2026-04-23,Source lists this entry with regional or sectoral scope metadata.
DE,Germany,Baden-Wurttemberg,"Ministerium für Wirtschaft, Arbeit und Wohnungsbau Baden-Württemberg",Ministry of Economy (Baden-Wuerttemberg),"Directive 98/6/EC on consumer protection in the indication of the prices of products, Legal responsibility for enforcing the following Union law(s):",+49 711 123 0,DIMIC@wm.bwl.de,http://wm.baden-wuerttemberg.de,Schlossplatz 4 - Neues Schloss; 70173 Stuttgart,,https://commission.europa.eu/live-work-travel-eu/consumer-rights-and-complaints/enforcement-consumer-protection/consumer-protection-cooperation-network/list-cpc-competent-authorities_en,https://ec.europa.eu/consumers/cpcn/cpc_ca.html,2026-04-23,Source lists this entry with regional or sectoral scope metadata.
DE,Germany,Baden-Wurttemberg,Staatsministerium Baden-Württemberg,State Ministry (Baden-Wuerttemberg),"Directive 2010/13/EU on audiovisual media services, Legal responsibility for enforcing the following Union law(s):",+49 711 2153 0,poststelle@stm.bwl.de,http://www.stm.baden-wuerttemberg.de,Richard-Wagner-Str. 15; 70184 Stuttgart,,https://commission.europa.eu/live-work-travel-eu/consumer-rights-and-complaints/enforcement-consumer-protection/consumer-protection-cooperation-network/list-cpc-competent-authorities_en,https://ec.europa.eu/consumers/cpcn/cpc_ca.html,2026-04-23,Source lists this entry with regional or sectoral scope metadata.
DE,Germany,Bavaria,Bayerische Landeszentrale für neue Medien,Bavarian regulatory authority for new media,"Directive 2010/13/EU on audiovisual media services, Legal responsibility for enforcing the following Union law(s):",+49 89 63 808 0,info@blm.de,https://www.blm.de/startseite.cfm,Heinrich-Lübke-Straße 27; 81737 München,,https://commission.europa.eu/live-work-travel-eu/consumer-rights-and-complaints/enforcement-consumer-protection/consumer-protection-cooperation-network/list-cpc-competent-authorities_en,https://ec.europa.eu/consumers/cpcn/cpc_ca.html,2026-04-23,Source lists this entry with regional or sectoral scope metadata.
DE,Germany,Bavaria,"Bayerisches Staatsministerium für Wirtschaft, Landesentwicklung und Energie","Ministry of Economic Affairs, Media, Energy and Technology (Bavaria)","Directive 2000/31/EC on electronic commerce, Directive 2008/48/EC on credit agreements for consumers, Directive 98/6/EC on consumer protection in the indication of the prices of products, Legal responsibility for enforcing the following Union law(s):",+49,poststelle@stmwi.bayern.de,http://www.stmwi.bayern.de/,Prinzregentenstraße 28; 80538 München,,https://commission.europa.eu/live-work-travel-eu/consumer-rights-and-complaints/enforcement-consumer-protection/consumer-protection-cooperation-network/list-cpc-competent-authorities_en,https://ec.europa.eu/consumers/cpcn/cpc_ca.html,2026-04-23,Source lists this entry with regional or sectoral scope metadata.
DE,Germany,Bavaria,Bayerisches Staatsministerium für Wissenschaft und Kunst,Bavarian State Ministry for Science and Art,"Directive 2010/13/EU on audiovisual media services, Legal responsibility for enforcing the following Union law(s):",0049 89 2186 -0,Kulturgutschutz@stmwk.bayern.de,https://www.stmwk.bayern.de/,Salvatorstraße 2; 80333 München,,https://commission.europa.eu/live-work-travel-eu/consumer-rights-and-complaints/enforcement-consumer-protection/consumer-protection-cooperation-network/list-cpc-competent-authorities_en,https://ec.europa.eu/consumers/cpcn/cpc_ca.html,2026-04-23,Source lists this entry with regional or sectoral scope metadata.
DE,Germany,Bavaria,Regierung von Oberfranken,Upper Franconia (Oberfranken) regional authority (Bavaria),"Directive 2001/83/EC on medicinal products for human use, Legal responsibility for enforcing the following Union law(s):",+49 (0)921 604-0,poststelle@reg-ofr.bayern.de,http://www.regierung.oberfranken.bayern.de,Ludwigstrasse 20; 95444 Bayreuth,,https://commission.europa.eu/live-work-travel-eu/consumer-rights-and-complaints/enforcement-consumer-protection/consumer-protection-cooperation-network/list-cpc-competent-authorities_en,https://ec.europa.eu/consumers/cpcn/cpc_ca.html,2026-04-23,Source lists this entry with regional or sectoral scope metadata.
DE,Germany,Berlin,Der Regierende Bürgermeister von Berlin – Senatskanzlei,The Governing Mayor of Berlin – Senate Chancellery,"Directive 2010/13/EU on audiovisual media services, Legal responsibility for enforcing the following Union law(s):",+49 30 9026 0,Der-Regierende-Buergermeister@senatskanzlei.berlin.de,https://www.berlin.de/rbmskzl/en/,Jüdenstr. 1; 10178 Berlin,,https://commission.europa.eu/live-work-travel-eu/consumer-rights-and-complaints/enforcement-consumer-protection/consumer-protection-cooperation-network/list-cpc-competent-authorities_en,https://ec.europa.eu/consumers/cpcn/cpc_ca.html,2026-04-23,Source lists this entry with regional or sectoral scope metadata.
DE,Germany,Berlin,Landesamt für Gesundheit und Soziales Berlin,Regional office for health and social affairs (Berlin),"Directive 2001/83/EC on medicinal products for human use, Legal responsibility for enforcing the following Union law(s):",+49 30 90229 2120,bqfg@lageso.berlin.de,https://www.berlin.de/lageso/,Turmstraße 21; 10559 Berlin,,https://commission.europa.eu/live-work-travel-eu/consumer-rights-and-complaints/enforcement-consumer-protection/consumer-protection-cooperation-network/list-cpc-competent-authorities_en,https://ec.europa.eu/consumers/cpcn/cpc_ca.html,2026-04-23,Source lists this entry with regional or sectoral scope metadata.
DE,Germany,Berlin,Medienanstalt Berlin-Brandenburg,Media Authority Berlin-Brandenburg,"Directive (EU) 2015/2302 on package travel and linked travel arrangements, Directive 1999/44/EC on the sale of consumer goods and associated guarantees, Directive 2000/31/EC on electronic commerce, Directive 2001/83/EC on medicinal products for human use, Directive 2002/58/EC on privacy and electronic communications, Directive 2002/65/EC on distance marketing of consumer financial services, Directive 2005/29/EC on unfair commercial practices, Directive 2006/114/EC on misleading and comparative advertising, Directive 2006/123/EC on services in the internal market, Directive 2008/122/EC on timeshare, long-term holiday product, resale and exchange contracts, Directive 2008/48/EC on credit agreements for consumers, Directive 2010/13/EU on audiovisual media services, Directive 2011/83/EU on consumer rights, Directive 2013/11/EU on consumer ADR, Directive 2014/17/EU on credit agreements for consumers for residential property, Directive 2014/92/EU on the comparability of fees related to payment accounts, Directive 93/13/EEC on unfair terms in consumer contracts, Directive 98/6/EC on consumer protection in the indication of the prices of products, Legal responsibility for enforcing the following Union law(s):, Regulation (EC) No 1008/2008 on common air services rules in the Community, Regulation (EC) No 1107/2006 on disabled persons' and persons with reduced mobility's rights when travelling by air, Regulation (EC) No 261/2004 on denied boarding and of cancellation or long delay of flights, Regulation (EU) 2017/1128 on cross-border portability of online content services, Regulation (EU) 2018/302 addressing unjustified geo-blocking, Regulation (EU) No 1177/2010 on passengers' rights when travelling by sea and inland waterway, Regulation (EU) No 181/2011 on passengers' rights in bus and coach transport, Regulation (EU) No 2021/782 on rail passengers' rights and obligations (repealing Regulation (EC) No 1371/2007), Regulation (EU) No 524/2013 on consumer ODR",+49 30 264 967 0,mail@mabb.de,https://www.mabb.de/home.html,Kleine Präsidentenstraße 1; 10178 Berlin,,https://commission.europa.eu/live-work-travel-eu/consumer-rights-and-complaints/enforcement-consumer-protection/consumer-protection-cooperation-network/list-cpc-competent-authorities_en,https://ec.europa.eu/consumers/cpcn/cpc_ca.html,2026-04-23,Source lists this entry with regional or sectoral scope metadata.
